ann;mes;dia;hora;reflectancia;nc;N;Hext;RadSolar
2014.0;1.0;1.0;7.0;0.05845016557252476;0.1796016022793934;11.853774610151179;9638.616136006029;0.0
2014.0;1.0;1.0;10.0;0.6882387313028335;0.7041508641948383;11.853774610151179;9638.616136006029;0.0
2014.0;1.0;1.0;13.0;0.18179281390608484;0.07876298104253068;11.853774610151179;9638.616136006029;0.0
2014.0;1.0;1.0;16.0;0.08539098559063985;0.09184584479199127;11.853774610151179;9638.616136006029;0.0
2014.0;1.0;2.0;7.0;0.0649300001495583;0.2043904746533426;11.854336719919662;9645.607247617218;0.0
2014.0;1.0;2.0;10.0;0.7665768690010802;0.790848316188893;11.854336719919662;9645.607247617218;0.0
2014.0;1.0;2.0;13.0;0.4727156851168627;0.3119740372911322;11.854336719919662;9645.607247617218;0.0
2014.0;1.0;2.0;16.0;0.4874118453017055;0.7720972762893513;11.854336719919662;9645.607247617218;0.0
2014.0;1.0;3.0;7.0;0.04219440708845263;0.11741453290085968;11.854952038684704;9653.128876879517;0.0
2014.0;1.0;3.0;10.0;0.14408694222558482;0.1019336683671213;11.854952038684704;9653.128876879517;0.0
2014.0;1.0;3.0;13.0;0.8124468651024728;0.5843110556743493;11.854952038684704;9653.128876879517;0.0
2014.0;1.0;3.0;16.0;0.047334618667234866;0.027451429796110753;11.854952038684704;9653.128876879517;0.0
2014.0;1.0;4.0;7.0;0.025959219602097083;0.055306158715997825;11.855620081150118;9661.171517334562;0.0
2014.0;1.0;4.0;10.0;0.10475290703078384;0.05840237277812702;11.855620081150118;9661.171517334562;0.0
2014.0;1.0;4.0;13.0;1.2138749006160978;0.9061058179091356;11.855620081150118;9661.171517334562;0.0
2014.0;1.0;4.0;16.0;0.08200854656107077;0.08612248756751646;11.855620081150118;9661.171517334562;0.0
2014.0;1.0;5.0;7.0;0.06812477021096518;0.2166121982752725;11.856340322881751;9669.72488429578;0.0
2014.0;1.0;5.0;10.0;0.7308459860265362;0.7513046583689541;11.856340322881751;9669.72488429578;0.0
2014.0;1.0;5.0;13.0;0.6292962295386804;0.437492921387861;11.856340322881751;9669.72488429578;0.0
2014.0;1.0;5.0;16.0;0.5308565109493935;0.8456091234581874;11.856340322881751;9669.72488429578;0.0
2014.0;1.0;6.0;7.0;0.10053692111696093;0.34060620809484643;11.857112201665618;9678.777932945915;0.0
2014.0;1.0;6.0;10.0;0.95308304835073;0.9972562166810525;11.857112201665618;9678.777932945915;0.0
2014.0;1.0;6.0;13.0;0.2972832614007099;0.17134301483207534;11.857112201665618;9678.777932945915;0.0
2014.0;1.0;6.0;16.0;0.2556500663689679;0.3799378196913087;11.857112201665618;9678.777932945915;0.0
2014.0;1.0;7.0;7.0;0.06646452747080242;0.21026087172420008;11.857935118947607;9688.31887783596;0.0
2014.0;1.0;7.0;10.0;0.665011880709245;0.6784455203677053;11.857935118947607;9688.31887783596;0.0
2014.0;1.0;7.0;11.0;0.3389876010756508;0.2851924454732532;11.857935118947607;9688.31887783596;0.0
2014.0;1.0;7.0;12.0;0.5952256049615524;0.5180872839649394;11.857935118947607;9688.31887783596;0.0
2014.0;1.0;7.0;13.0;0.419822146599097;0.26957325272883126;11.857935118947607;9688.31887783596;0.0
2014.0;1.0;7.0;14.0;0.17038682018321533;0.10287903093706799;11.857935118947607;9688.31887783596;0.0
2014.0;1.0;7.0;15.0;0.2745103119797743;0.31262127837899106;11.857935118947607;9688.31887783596;0.0
2014.0;1.0;7.0;16.0;0.2376242464587215;0.3494366914496757;11.857935118947607;9688.31887783596;0.0
2014.0;1.0;8.0;7.0;0.019447041730673825;0.030393555745650135;11.858808441347554;9698.335213737211;0.0
2014.0;1.0;8.0;10.0;0.2201624058827908;0.18612700065888033;11.858808441347554;9698.335213737211;0.0
2014.0;1.0;8.0;13.0;0.6981422920778355;0.49268164854599866;11.858808441347554;9698.335213737211;0.0
2014.0;1.0;8.0;16.0;0.5251148252912077;0.8358937323439157;11.858808441347554;9698.335213737211;0.0
2014.0;1.0;9.0;7.0;0.03078124769228472;0.07375302452564653;11.859731502240562;9708.813737794517;0.0
2014.0;1.0;9.0;10.0;0.3966407373050225;0.38143700056474006;11.859731502240562;9708.813737794517;0.0
2014.0;1.0;9.0;13.0;0.20413150076568906;0.09667023163459776;11.859731502240562;9708.813737794517;0.0
2014.0;1.0;9.0;16.0;0.18680677745115234;0.2634494716265145;11.859731502240562;9708.813737794517;0.0
2014.0;1.0;10.0;7.0;0.037249022327197547;0.09849576109743698;11.860703603397862;9719.740572925612;0.0
2014.0;1.0;10.0;10.0;0.1830295491595736;0.14503176712698487;11.860703603397862;9719.740572925612;0.0
2014.0;1.0;10.0;13.0;0.21976538693652475;0.10920274615295414;11.860703603397862;9719.740572925612;0.0
2014.0;1.0;10.0;16.0;0.1099913411937338;0.13347161298316393;11.860703603397862;9719.740572925612;0.0
2014.0;1.0;11.0;7.0;0.02428437064946097;0.04889895550132165;11.861724016679672;9731.101192408354;0.0
2014.0;1.0;11.0;10.0;0.3921409602192625;0.37645706078905455;11.861724016679672;9731.101192408354;0.0
2014.0;1.0;11.0;13.0;0.7447460638539121;0.5300403986361323;11.861724016679672;9731.101192408354;0.0
2014.0;1.0;11.0;14.0;0.9114075217562682;0.7741544757023742;11.861724016679672;9731.101192408354;0.0
2014.0;1.0;11.0;15.0;0.4088622080737522;0.49453297120727746;11.861724016679672;9731.101192408354;0.0
2014.0;1.0;11.0;16.0;0.10459025589086904;0.12433254489711064;11.861724016679672;9731.101192408354;0.0
